Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature,Relative Humidity,Wind Speed,Wind Direction,Precipitable Water,Pressure
2024,1,1,0,30,0,0,0,-15,73.12,0.9,221,0.7,1020
2024,1,1,1,30,0,0,0,-14.8,72.75,1,217,0.7,1019
2024,1,1,2,30,0,0,0,-14.5,72.36,1.1,214,0.7,1018
2024,1,1,3,30,0,0,0,-14.2,72.59,1.2,212,0.8,1018
2024,1,1,4,30,0,0,0,-13.8,72.47,1.3,210,0.8,1017
2024,1,1,5,30,0,0,0,-13.2,71.89,1.4,210,0.9,1015
2024,1,1,6,30,0,0,0,-12.5,70.87,1.6,213,0.9,1014
2024,1,1,7,30,0,0,0,-11.8,69.56,1.6,216,1,1013
2024,1,1,8,30,5,62,5,-11,67.69,1.7,217,1,1011
2024,1,1,9,30,33,477,87,-9.9,64.9,1.7,219,1.1,1010
2024,1,1,10,30,52,0,52,-8.7,62.87,1.6,221,1.1,1009
2024,1,1,11,30,33,0,33,-7.6,62.38,1.5,224,1.1,1009
2024,1,1,12,30,82,7,84,-6.6,62.05,1.5,226,1.2,1008
2024,1,1,13,30,147,96,171,-6,63.69,1.5,226,1.3,1007
2024,1,1,14,30,98,20,102,-5.7,66.55,1.5,225,1.2,1006
2024,1,1,15,30,29,466,75,-5.7,69.86,1.4,227,1,1006
2024,1,1,16,30,0,0,0,-5.8,72.68,1.4,228,0.9,1006
2024,1,1,17,30,0,0,0,-6,75.23,1.4,230,0.7,1005
2024,1,1,18,30,0,0,0,-5.9,76.05,1.3,232,0.8,1005
2024,1,1,19,30,0,0,0,-5.8,77.31,1.2,235,0.9,1004
2024,1,1,20,30,0,0,0,-5.6,78.5,1.2,239,1,1004
2024,1,1,21,30,0,0,0,-5.6,80.61,1.1,241,1.1,1004
2024,1,1,22,30,0,0,0,-5.5,82.41,1,239,1.2,1004
2024,1,1,23,30,0,0,0,-5.4,84.29,1,237,1.2,1003
2024,1,2,0,30,0,0,0,-5.4,85.74,1,238,1.2,1003
2024,1,2,1,30,0,0,0,-5.6,87.9,0.9,240,1.1,1003
2024,1,2,2,30,0,0,0,-5.8,89.36,0.8,243,1.1,1003
2024,1,2,3,30,0,0,0,-6.1,91.01,0.7,244,1.2,1004
2024,1,2,4,30,0,0,0,-6.4,92.27,0.7,245,1.2,1004
2024,1,2,5,30,0,0,0,-6.6,92.46,0.6,248,1.2,1004
2024,1,2,6,30,0,0,0,-6.7,92.29,0.5,255,1.2,1004
2024,1,2,7,30,0,0,0,-6.8,92.49,0.5,264,1.1,1004
2024,1,2,8,30,5,30,5,-6.8,91.29,0.5,276,1.1,1004
2024,1,2,9,30,40,382,83,-6.6,89.4,0.6,298,1,1004
2024,1,2,10,30,8,0,8,-6.3,87,0.8,326,0.9,1005
2024,1,2,11,30,46,213,101,-6.4,85.07,1,348,0.9,1005
2024,1,2,12,30,75,1,75,-6.7,82.54,1.1,179,0.8,1006
2024,1,2,13,30,34,0,34,-7.3,80.61,1.1,178,0.7,1006
2024,1,2,14,30,45,1,45,-7.9,78.23,1,356,0.7,1007
2024,1,2,15,30,32,452,78,-8.7,76.76,1,355,0.6,1008
2024,1,2,16,30,0,0,0,-9.5,74.44,0.9,357,0.6,1009
2024,1,2,17,30,0,0,0,-10.1,71.07,0.8,181,0.6,1010
2024,1,2,18,30,0,0,0,-10.5,68.54,0.7,7,0.5,1010
2024,1,2,19,30,0,0,0,-10.8,67.53,0.6,10,0.5,1010
2024,1,2,20,30,0,0,0,-11.3,70.39,0.6,8,0.5,1011
2024,1,2,21,30,0,0,0,-11.9,74.31,0.6,181,0.4,1011
2024,1,2,22,30,0,0,0,-12.4,75.99,0.6,355,0.4,1011
2024,1,2,23,30,0,0,0,-12.7,75.84,0.6,352,0.4,1011
2024,1,3,0,30,0,0,0,-12.8,75.03,0.6,352,0.4,1012
2024,1,3,1,30,0,0,0,-12.9,75.41,0.6,353,0.4,1012
2024,1,3,2,30,0,0,0,-12.7,74.72,0.6,351,0.4,1012
2024,1,3,3,30,0,0,0,-12.6,74.86,0.5,342,0.4,1013
2024,1,3,4,30,0,0,0,-12.7,73.89,0.6,331,0.4,1013
2024,1,3,5,30,0,0,0,-12.8,72.9,0.5,326,0.4,1013
2024,1,3,6,30,0,0,0,-13,72.79,0.5,323,0.4,1014
2024,1,3,7,30,0,0,0,-13.2,72.31,0.5,318,0.4,1014
2024,1,3,8,30,6,70,6,-13.2,70.48,0.6,312,0.4,1014
2024,1,3,9,30,34,527,94,-12.8,68.78,0.7,306,0.4,1015
2024,1,3,10,30,62,0,62,-12.5,67.56,0.7,302,0.4,1015
2024,1,3,11,30,67,0,67,-12.4,66.95,0.8,299,0.3,1015
2024,1,3,12,30,53,0,53,-12.3,66.74,0.8,298,0.3,1015
2024,1,3,13,30,43,130,76,-12.3,67.27,0.8,298,0.3,1015
2024,1,3,14,30,10,0,10,-12.5,68.78,0.8,298,0.3,1016
2024,1,3,15,30,32,524,86,-12.8,70.53,0.8,296,0.3,1016
2024,1,3,16,30,0,0,0,-13,71.55,0.8,293,0.3,1017
2024,1,3,17,30,0,0,0,-13.1,72.19,0.9,291,0.3,1018
2024,1,3,18,30,0,0,0,-13.2,72.49,0.9,289,0.3,1018
2024,1,3,19,30,0,0,0,-13.5,73.3,0.9,287,0.3,1019
2024,1,3,20,30,0,0,0,-13.7,72.89,0.9,285,0.3,1019
2024,1,3,21,30,0,0,0,-14,72.59,0.9,283,0.3,1019
2024,1,3,22,30,0,0,0,-14.3,71.93,0.9,282,0.3,1019
2024,1,3,23,30,0,0,0,-14.6,71.95,0.9,281,0.3,1019
2024,1,4,0,30,0,0,0,-14.8,71.95,0.9,279,0.3,1020
2024,1,4,1,30,0,0,0,-14.9,71.08,0.8,275,0.3,1020
2024,1,4,2,30,0,0,0,-15,70.38,0.8,271,0.3,1020
2024,1,4,3,30,0,0,0,-14.9,69.99,0.8,269,0.3,1020
2024,1,4,4,30,0,0,0,-14.9,70.72,0.9,267,0.3,1021
2024,1,4,5,30,0,0,0,-14.9,71.44,0.9,266,0.3,1021
2024,1,4,6,30,0,0,0,-15,72.48,0.9,265,0.3,1021
2024,1,4,7,30,0,0,0,-15,72.01,0.9,265,0.3,1021
2024,1,4,8,30,2,0,2,-15,71.65,0.9,265,0.3,1021
2024,1,4,9,30,49,0,49,-14.8,70.54,1,265,0.3,1022
2024,1,4,10,30,119,5,120,-14.5,68.65,1,266,0.3,1022
2024,1,4,11,30,165,18,170,-14.3,67.51,1,266,0.3,1022
2024,1,4,12,30,186,20,192,-14.2,67,1,268,0.3,1021
2024,1,4,13,30,168,15,172,-14.2,66.99,1,268,0.3,1021
2024,1,4,14,30,77,1,77,-14.3,67.33,0.9,268,0.3,1022
2024,1,4,15,30,54,2,54,-14.5,67.85,0.9,266,0.3,1022
2024,1,4,16,30,0,0,0,-14.8,68.75,0.8,264,0.3,1022
2024,1,4,17,30,0,0,0,-15.2,68.82,0.8,263,0.3,1022
2024,1,4,18,30,0,0,0,-15.7,68.54,0.7,259,0.3,1022
2024,1,4,19,30,0,0,0,-16,68.68,0.7,251,0.3,1021
2024,1,4,20,30,0,0,0,-16.1,68.39,0.7,240,0.4,1021
2024,1,4,21,30,0,0,0,-16,68.35,0.7,226,0.4,1020
2024,1,4,22,30,0,0,0,-15.7,69.35,0.6,214,0.4,1020
2024,1,4,23,30,0,0,0,-15.5,71.15,0.6,207,0.4,1019
2024,1,5,0,30,0,0,0,-15.3,72.48,0.6,202,0.4,1018
2024,1,5,1,30,0,0,0,-15.1,73.53,0.7,200,0.4,1017
2024,1,5,2,30,0,0,0,-14.8,73.88,0.7,198,0.4,1016
2024,1,5,3,30,0,0,0,-14.5,74.94,0.8,194,0.4,1015
2024,1,5,4,30,0,0,0,-14.1,76.16,0.9,186,0.5,1014
2024,1,5,5,30,0,0,0,-13.7,77.28,0.9,182,0.5,1012
2024,1,5,6,30,0,0,0,-13.5,78.97,0.9,189,0.4,1011
2024,1,5,7,30,0,0,0,-13.2,79.73,0.9,209,0.4,1011
2024,1,5,8,30,2,0,2,-12.6,78.59,0.9,237,0.3,1011
2024,1,5,9,30,38,0,38,-12,78.99,1,257,0.3,1012
2024,1,5,10,30,65,0,65,-11.7,79.9,1.1,273,0.3,1013
2024,1,5,11,30,79,0,79,-11.6,79.37,1.3,289,0.3,1014
2024,1,5,12,30,87,1,87,-12.2,77.76,1.5,301,0.3,1015
2024,1,5,13,30,108,1,108,-13.1,75.37,1.6,309,0.2,1016
2024,1,5,14,30,47,0,47,-14.1,73.55,1.6,313,0.2,1018
2024,1,5,15,30,36,0,36,-15,72.61,1.5,315,0.2,1020
2024,1,5,16,30,0,0,0,-15.5,72.11,1.4,318,0.2,1022
2024,1,5,17,30,0,0,0,-16,72.03,1.3,324,0.2,1023
2024,1,5,18,30,0,0,0,-16.6,71.11,1.2,329,0.2,1024
2024,1,5,19,30,0,0,0,-17.1,67.72,1,333,0.2,1025
2024,1,5,20,30,0,0,0,-17.5,66.08,0.9,339,0.2,1026
2024,1,5,21,30,0,0,0,-17.8,64.89,0.9,346,0.2,1026
2024,1,5,22,30,0,0,0,-18,64.15,0.7,353,0.2,1026
2024,1,5,23,30,0,0,0,-18.1,63.63,0.6,180,0.2,1027
2024,1,6,0,30,0,0,0,-18.1,62.75,0.5,12,0.2,1027
2024,1,6,1,30,0,0,0,-18.2,61.59,0.3,41,0.2,1027
2024,1,6,2,30,0,0,0,-18.4,61.06,0.3,100,0.2,1027
2024,1,6,3,30,0,0,0,-18.6,60.36,0.3,142,0.2,1027
2024,1,6,4,30,0,0,0,-18.6,59.03,0.3,140,0.2,1027
2024,1,6,5,30,0,0,0,-18.6,58.85,0.4,129,0.2,1027
2024,1,6,6,30,0,0,0,-18.8,60.48,0.5,122,0.2,1027
2024,1,6,7,30,0,0,0,-18.8,61.97,0.6,120,0.2,1027
2024,1,6,8,30,6,87,6,-18.3,58.91,0.6,121,0.3,1027
2024,1,6,9,30,30,368,73,-17,56.29,0.5,127,0.3,1026
2024,1,6,10,30,68,0,68,-15.9,58.58,0.6,133,0.3,1025
2024,1,6,11,30,136,128,170,-15.3,59.19,0.6,132,0.4,1024
2024,1,6,12,30,154,52,169,-14.9,60.49,0.6,129,0.4,1023
2024,1,6,13,30,131,23,137,-14.6,62.01,0.7,126,0.4,1022
2024,1,6,14,30,69,3,70,-14.5,64.34,0.7,121,0.4,1022
2024,1,6,15,30,60,173,79,-14.7,67.72,0.7,110,0.5,1021
2024,1,6,16,30,0,0,0,-14.9,69.69,0.8,96,0.5,1021
2024,1,6,17,30,0,0,0,-14.9,70.8,0.8,89,0.5,1020
2024,1,6,18,30,0,0,0,-14.8,72.69,0.9,89,0.5,1019
2024,1,6,19,30,0,0,0,-14.6,73.99,0.9,89,0.5,1018
2024,1,6,20,30,0,0,0,-14.5,75.14,0.9,90,0.6,1017
2024,1,6,21,30,0,0,0,-14.5,76.33,0.8,91,0.6,1017
2024,1,6,22,30,0,0,0,-14.5,77.05,0.8,91,0.6,1016
2024,1,6,23,30,0,0,0,-14.4,76.86,0.7,89,0.6,1015
2024,1,7,0,30,0,0,0,-14.4,77.47,0.7,89,0.6,1015
2024,1,7,1,30,0,0,0,-14.3,77.67,0.7,92,0.6,1014
2024,1,7,2,30,0,0,0,-14.2,78.09,0.7,95,0.6,1014
2024,1,7,3,30,0,0,0,-14.2,78.97,0.7,98,0.6,1013
2024,1,7,4,30,0,0,0,-14.2,79.72,0.7,99,0.6,1012
2024,1,7,5,30,0,0,0,-14.2,80.27,0.6,101,0.6,1011
2024,1,7,6,30,0,0,0,-14.3,81.05,0.7,103,0.6,1011
2024,1,7,7,30,0,0,0,-14.4,80.92,0.7,106,0.6,1010
2024,1,7,8,30,6,35,6,-14.2,79.27,0.7,109,0.6,1010
2024,1,7,9,30,43,254,73,-13.2,76.05,0.5,123,0.6,1010
2024,1,7,10,30,72,2,72,-12.3,76.01,0.4,144,0.6,1010
2024,1,7,11,30,74,0,74,-11.6,75.83,0.3,158,0.6,1010
2024,1,7,12,30,110,4,111,-11.1,76.34,0.2,165,0.6,1009
2024,1,7,13,30,144,29,152,-10.9,77.77,0.1,178,0.6,1009
2024,1,7,14,30,83,6,84,-11,80.22,0.1,227,0.6,1010
2024,1,7,15,30,48,305,83,-11.5,83.59,0.3,277,0.6,1010
2024,1,7,16,30,4,16,4,-12,85.26,0.4,292,0.6,1011
2024,1,7,17,30,0,0,0,-12.4,85.82,0.4,297,0.6,1012
2024,1,7,18,30,0,0,0,-12.6,85.45,0.6,299,0.5,1012
2024,1,7,19,30,0,0,0,-12.8,84.67,0.7,299,0.5,1013
2024,1,7,20,30,0,0,0,-13.2,84.5,0.8,297,0.4,1014
2024,1,7,21,30,0,0,0,-13.7,84.18,0.8,293,0.4,1015
2024,1,7,22,30,0,0,0,-14.2,83.95,0.9,289,0.4,1016
2024,1,7,23,30,0,0,0,-14.6,83.26,0.9,284,0.4,1017
2024,1,8,0,30,0,0,0,-14.8,82.41,0.9,281,0.3,1018
2024,1,8,1,30,0,0,0,-15.1,81.02,1,280,0.3,1020
2024,1,8,2,30,0,0,0,-15.3,78.53,1.1,280,0.3,1021
2024,1,8,3,30,0,0,0,-15.6,77.54,1.1,278,0.3,1022
2024,1,8,4,30,0,0,0,-15.9,75.66,1.1,277,0.3,1023
2024,1,8,5,30,0,0,0,-16.2,74.57,1.2,275,0.3,1024
2024,1,8,6,30,0,0,0,-16.4,73.33,1.2,273,0.2,1025
2024,1,8,7,30,0,0,0,-16.6,72.51,1.1,272,0.2,1026
2024,1,8,8,30,5,49,5,-16.7,71.35,1.1,272,0.2,1027
2024,1,8,9,30,39,531,102,-16.5,69.34,1.1,272,0.2,1028
2024,1,8,10,30,47,755,205,-16.2,67.61,1.1,271,0.2,1029
2024,1,8,11,30,55,822,274,-15.9,66.57,1,269,0.2,1029
2024,1,8,12,30,58,842,298,-15.7,66.5,1,267,0.2,1029
2024,1,8,13,30,54,825,273,-15.6,66.92,0.9,267,0.2,1029
2024,1,8,14,30,45,761,203,-15.7,67.83,0.9,266,0.2,1030
2024,1,8,15,30,42,462,96,-16.2,70.07,0.8,266,0.2,1030
2024,1,8,16,30,6,99,6,-16.7,70.29,0.8,266,0.2,1031
2024,1,8,17,30,0,0,0,-17.1,68.77,0.7,267,0.2,1031
2024,1,8,18,30,0,0,0,-17.4,68.23,0.8,269,0.2,1031
2024,1,8,19,30,0,0,0,-17.8,67.25,0.8,268,0.2,1031
2024,1,8,20,30,0,0,0,-18.1,67.28,0.8,263,0.2,1031
2024,1,8,21,30,0,0,0,-18.2,67.48,0.7,252,0.2,1031
2024,1,8,22,30,0,0,0,-18.2,68.36,0.5,242,0.2,1031
2024,1,8,23,30,0,0,0,-18.2,70.26,0.3,190,0.2,1030
2024,1,9,0,30,0,0,0,-18.4,70.35,0.3,142,0.3,1030
2024,1,9,1,30,0,0,0,-18.9,73.04,0.5,142,0.3,1030
2024,1,9,2,30,0,0,0,-19.3,74.27,0.6,137,0.3,1030
2024,1,9,3,30,0,0,0,-19.3,72.71,0.7,120,0.3,1029
2024,1,9,4,30,0,0,0,-19.3,73.28,0.7,106,0.3,1028
2024,1,9,5,30,0,0,0,-19.6,74.9,0.7,102,0.3,1027
2024,1,9,6,30,0,0,0,-19.5,73.8,0.8,107,0.4,1026
2024,1,9,7,30,0,0,0,-18.9,71.47,0.7,111,0.4,1025
2024,1,9,8,30,2,0,2,-17.6,68.04,0.6,112,0.4,1024
2024,1,9,9,30,49,2,49,-16.1,67.16,0.6,112,0.4,1024
2024,1,9,10,30,71,2,71,-14.9,68.17,0.7,116,0.5,1022
2024,1,9,11,30,84,2,85,-13.9,69.43,0.7,116,0.5,1020
2024,1,9,12,30,40,0,40,-13,70.48,0.7,109,0.6,1018
2024,1,9,13,30,66,0,66,-12.5,72.79,0.8,107,0.6,1016
2024,1,9,14,30,45,3,46,-12.3,75.53,0.8,108,0.6,1016
2024,1,9,15,30,32,0,32,-12.5,80.97,0.8,97,0.6,1015
2024,1,9,16,30,3,0,3,-13,84.97,0.9,81,0.6,1012
2024,1,9,17,30,0,0,0,-13.3,85.66,0.9,79,0.6,1010
2024,1,9,18,30,0,0,0,-13.5,85.56,0.8,81,0.7,1010
2024,1,9,19,30,0,0,0,-13.5,84.75,0.8,81,0.7,1008
2024,1,9,20,30,0,0,0,-13.5,84.45,0.7,70,0.7,1007
2024,1,9,21,30,0,0,0,-13.6,84.23,0.7,55,0.7,1005
2024,1,9,22,30,0,0,0,-13.9,84.79,0.7,48,0.7,1003
2024,1,9,23,30,0,0,0,-14.1,84.7,0.8,42,0.8,1001
2024,1,10,0,30,0,0,0,-14.2,84.49,0.8,31,0.8,1000
2024,1,10,1,30,0,0,0,-14.2,84.18,0.9,21,0.8,999
2024,1,10,2,30,0,0,0,-14.1,83.97,0.9,12,0.8,998
2024,1,10,3,30,0,0,0,-14,83.72,1,181,0.7,996
2024,1,10,4,30,0,0,0,-13.8,83.46,1.1,355,0.7,995
2024,1,10,5,30,0,0,0,-13.6,83.67,1.1,351,0.7,995
2024,1,10,6,30,0,0,0,-13.6,84.57,1.1,345,0.6,994
2024,1,10,7,30,0,0,0,-13.6,84.65,1.2,338,0.6,994
2024,1,10,8,30,5,64,6,-13.6,83.66,1.2,335,0.6,994
2024,1,10,9,30,37,333,77,-13.2,80.28,1.4,337,0.6,993
2024,1,10,10,30,27,109,50,-12.7,77.52,1.5,337,0.6,993
2024,1,10,11,30,49,0,49,-12.3,75.94,1.7,335,0.5,993
2024,1,10,12,30,78,0,78,-12.2,75.64,1.7,333,0.5,993
2024,1,10,13,30,56,0,56,-12.3,75.76,1.7,331,0.5,994
2024,1,10,14,30,22,0,22,-12.6,76.82,1.7,327,0.4,996
2024,1,10,15,30,52,0,52,-13.1,78.36,1.6,323,0.4,997
2024,1,10,16,30,6,85,7,-13.7,79.52,1.6,320,0.4,998
2024,1,10,17,30,0,0,0,-14.2,79.39,1.6,317,0.4,999
2024,1,10,18,30,0,0,0,-14.7,79.19,1.6,313,0.4,1000
2024,1,10,19,30,0,0,0,-15.1,78.29,1.6,309,0.4,1000
2024,1,10,20,30,0,0,0,-15.5,77.56,1.5,307,0.4,1001
2024,1,10,21,30,0,0,0,-15.8,76.45,1.4,306,0.4,1001
2024,1,10,22,30,0,0,0,-16,75.28,1.3,304,0.4,1002
2024,1,10,23,30,0,0,0,-16.2,74.51,1.2,300,0.4,1003
2024,1,11,0,30,0,0,0,-16.4,73.95,1.1,294,0.4,1004
2024,1,11,1,30,0,0,0,-16.7,73.44,1.1,288,0.4,1004
2024,1,11,2,30,0,0,0,-17,72.42,1.1,282,0.3,1005
2024,1,11,3,30,0,0,0,-17.2,71.28,1.1,280,0.3,1005
2024,1,11,4,30,0,0,0,-17.3,71,1.1,280,0.3,1006
2024,1,11,5,30,0,0,0,-17.4,70.95,1,282,0.3,1006
2024,1,11,6,30,0,0,0,-17.6,70.88,1,284,0.3,1007
2024,1,11,7,30,0,0,0,-17.7,70.14,0.9,284,0.3,1007
2024,1,11,8,30,6,104,7,-17.5,68.34,1,282,0.3,1008
2024,1,11,9,30,45,201,70,-17.2,67.33,1,280,0.3,1008
2024,1,11,10,30,105,4,106,-16.9,66.52,1,278,0.3,1008
2024,1,11,11,30,115,8,117,-16.7,66.7,1,275,0.3,1009
2024,1,11,12,30,164,39,175,-16.5,67.01,1,272,0.3,1009
2024,1,11,13,30,154,52,168,-16.4,67.59,1,272,0.3,1009
2024,1,11,14,30,75,4,76,-16.6,69.3,1,273,0.3,1010
2024,1,11,15,30,70,164,90,-16.7,69.82,1,273,0.3,1011
2024,1,11,16,30,5,1,5,-16.9,70.65,1,273,0.3,1012
2024,1,11,17,30,0,0,0,-17,70.94,1.1,274,0.3,1012
2024,1,11,18,30,0,0,0,-17.1,71.06,1.1,276,0.3,1013
2024,1,11,19,30,0,0,0,-17.2,71.11,1.1,277,0.3,1013
2024,1,11,20,30,0,0,0,-17.3,71.2,1.1,276,0.4,1014
2024,1,11,21,30,0,0,0,-17.3,70.9,1.1,273,0.4,1014
2024,1,11,22,30,0,0,0,-17.4,71.54,1.1,269,0.4,1015
2024,1,11,23,30,0,0,0,-17.4,71.58,1.1,265,0.4,1015
2024,1,12,0,30,0,0,0,-17.4,71.91,1.1,263,0.4,1016
2024,1,12,1,30,0,0,0,-17.5,72.76,1.1,261,0.4,1017
2024,1,12,2,30,0,0,0,-17.6,73.43,1.1,260,0.4,1018
2024,1,12,3,30,0,0,0,-17.7,73.73,1.1,259,0.4,1018
2024,1,12,4,30,0,0,0,-17.8,74.12,1.1,259,0.3,1019
2024,1,12,5,30,0,0,0,-18.3,76.25,1,258,0.3,1019
2024,1,12,6,30,0,0,0,-19.1,77.55,1,257,0.3,1020
2024,1,12,7,30,0,0,0,-20.1,77.57,1,259,0.3,1020
2024,1,12,8,30,3,0,3,-20.1,71.51,1,260,0.3,1020
2024,1,12,9,30,51,220,78,-18.9,66.13,1,254,0.3,1021
2024,1,12,10,30,52,0,52,-17.5,64.42,1,251,0.3,1022
2024,1,12,11,30,140,4,141,-16.5,63.42,0.9,257,0.3,1022
2024,1,12,12,30,82,571,251,-15.8,64.14,0.7,259,0.3,1021
2024,1,12,13,30,50,834,280,-15.4,65.56,0.7,255,0.3,1021
2024,1,12,14,30,45,766,213,-15.7,69.35,0.5,256,0.3,1020
2024,1,12,15,30,41,511,106,-16.8,73.95,0.5,257,0.3,1020
2024,1,12,16,30,7,106,8,-17.9,73.4,0.6,260,0.3,1021
2024,1,12,17,30,0,0,0,-18.2,74.14,0.6,271,0.3,1021
2024,1,12,18,30,0,0,0,-18.4,74.83,0.6,299,0.3,1021
2024,1,12,19,30,0,0,0,-18.7,75.01,0.6,334,0.3,1020
2024,1,12,20,30,0,0,0,-18.9,75.47,0.6,178,0.3,1020
2024,1,12,21,30,0,0,0,-19.1,74.93,0.6,19,0.3,1019
2024,1,12,22,30,0,0,0,-19.5,75.32,0.6,35,0.3,1018
2024,1,12,23,30,0,0,0,-19.8,75.39,0.6,40,0.4,1017
2024,1,13,0,30,0,0,0,-19.8,73.99,0.6,40,0.4,1016
2024,1,13,1,30,0,0,0,-19.3,72.37,0.6,41,0.4,1016
2024,1,13,2,30,0,0,0,-18.9,73.58,0.7,40,0.5,1015
2024,1,13,3,30,0,0,0,-18.6,74.32,0.9,34,0.5,1013
2024,1,13,4,30,0,0,0,-18.4,74.66,1,28,0.5,1011
2024,1,13,5,30,0,0,0,-18.2,74.98,1.2,24,0.5,1009
2024,1,13,6,30,0,0,0,-18,74.82,1.3,21,0.6,1008
2024,1,13,7,30,0,0,0,-17.8,74.39,1.5,20,0.6,1006
2024,1,13,8,30,6,55,7,-17.5,73.85,1.6,18,0.6,1005
2024,1,13,9,30,40,296,77,-17.1,74.06,1.7,15,0.6,1004
2024,1,13,10,30,60,0,60,-16.7,74.71,1.8,12,0.6,1002
2024,1,13,11,30,40,0,40,-16.3,75.13,1.9,10,0.6,1000
2024,1,13,12,30,41,0,41,-16,76.16,1.9,8,0.6,998
2024,1,13,13,30,27,0,27,-15.8,77.53,1.8,5,0.6,997
2024,1,13,14,30,14,0,14,-15.6,78.27,1.8,181,0.6,996
2024,1,13,15,30,44,465,105,-15.5,79.02,1.8,356,0.6,996
2024,1,13,16,30,7,60,8,-15.4,79.23,1.7,351,0.6,995
2024,1,13,17,30,0,0,0,-15.4,80.18,1.7,344,0.6,995
2024,1,13,18,30,0,0,0,-15.4,80.31,1.6,337,0.6,994
2024,1,13,19,30,0,0,0,-15.5,80.2,1.6,330,0.6,994
2024,1,13,20,30,0,0,0,-15.7,79.95,1.6,324,0.6,993
2024,1,13,21,30,0,0,0,-15.9,79.62,1.6,318,0.6,993
2024,1,13,22,30,0,0,0,-16.1,79,1.6,312,0.6,993
2024,1,13,23,30,0,0,0,-16.4,78.75,1.6,305,0.5,992
2024,1,14,0,30,0,0,0,-16.7,78.68,1.6,299,0.5,992
2024,1,14,1,30,0,0,0,-17,78.59,1.6,294,0.5,992
2024,1,14,2,30,0,0,0,-17.2,78.1,1.5,288,0.5,992
2024,1,14,3,30,0,0,0,-17.4,78.22,1.4,282,0.5,992
2024,1,14,4,30,0,0,0,-17.5,78.25,1.4,276,0.5,992
2024,1,14,5,30,0,0,0,-17.5,78.24,1.3,270,0.5,992
2024,1,14,6,30,0,0,0,-17.5,78.82,1.3,264,0.4,992
2024,1,14,7,30,0,0,0,-17.4,78.93,1.3,259,0.4,992
2024,1,14,8,30,2,0,2,-17.3,78.98,1.3,254,0.4,992
2024,1,14,9,30,24,0,24,-17,77.98,1.3,253,0.4,992
2024,1,14,10,30,100,9,102,-16.9,78.34,1.5,253,0.4,993
2024,1,14,11,30,86,2,87,-16.8,77.59,1.6,253,0.4,994
2024,1,14,12,30,133,10,136,-17,77,1.6,254,0.4,994
2024,1,14,13,30,156,37,166,-17.3,76.13,1.7,253,0.4,995
2024,1,14,14,30,115,20,120,-17.7,75.97,1.7,251,0.4,996
2024,1,14,15,30,50,5,51,-18,75.55,1.7,249,0.4,997
2024,1,14,16,30,4,0,4,-18.3,75.41,1.7,247,0.4,998
2024,1,14,17,30,0,0,0,-18.4,74.5,1.7,246,0.4,999
2024,1,14,18,30,0,0,0,-18.5,74.15,1.6,244,0.4,999
2024,1,14,19,30,0,0,0,-18.5,74.01,1.6,241,0.4,1000
2024,1,14,20,30,0,0,0,-18.4,74.03,1.5,238,0.4,1000
2024,1,14,21,30,0,0,0,-18.2,73.91,1.5,235,0.4,1000
2024,1,14,22,30,0,0,0,-18,74.26,1.5,233,0.4,1000
2024,1,14,23,30,0,0,0,-17.7,74.35,1.5,231,0.4,1000
2024,1,15,0,30,0,0,0,-17.5,75.09,1.4,231,0.4,1000
2024,1,15,1,30,0,0,0,-17.2,75.13,1.4,231,0.4,1000
2024,1,15,2,30,0,0,0,-16.9,75.15,1.4,230,0.4,1000
2024,1,15,3,30,0,0,0,-16.7,75.65,1.4,230,0.4,1000
2024,1,15,4,30,0,0,0,-16.5,75.75,1.4,230,0.4,1000
2024,1,15,5,30,0,0,0,-16.4,76.08,1.5,230,0.4,1001
2024,1,15,6,30,0,0,0,-16.3,76.13,1.5,229,0.4,1001
2024,1,15,7,30,0,0,0,-16.2,76.12,1.5,227,0.4,1001
2024,1,15,8,30,7,96,8,-16.1,75.56,1.5,227,0.4,1001
2024,1,15,9,30,36,588,113,-16.1,75.3,1.5,226,0.4,1002
2024,1,15,10,30,58,0,58,-16.1,74.73,1.6,227,0.3,1002
2024,1,15,11,30,72,0,72,-16.1,73.92,1.6,227,0.3,1002
2024,1,15,12,30,94,0,94,-16.1,73.31,1.6,227,0.3,1002
2024,1,15,13,30,78,0,78,-16.2,73.59,1.6,226,0.3,1003
2024,1,15,14,30,44,0,44,-16.3,73.89,1.5,225,0.3,1003
2024,1,15,15,30,18,0,18,-16.4,74.31,1.5,223,0.3,1003
2024,1,15,16,30,6,80,8,-16.4,74.52,1.4,223,0.3,1004
2024,1,15,17,30,0,0,0,-16.4,74.58,1.3,224,0.3,1004
2024,1,15,18,30,0,0,0,-16.3,74.11,1.3,225,0.3,1004
2024,1,15,19,30,0,0,0,-16.2,74.11,1.2,226,0.3,1005
2024,1,15,20,30,0,0,0,-16.1,74.11,1.2,226,0.3,1005
2024,1,15,21,30,0,0,0,-16.1,74.84,1.2,224,0.3,1005
2024,1,15,22,30,0,0,0,-16.2,75.86,1.1,221,0.3,1005
2024,1,15,23,30,0,0,0,-16.4,76.69,1.1,219,0.3,1005
2024,1,16,0,30,0,0,0,-16.6,77.23,1.1,219,0.3,1005
2024,1,16,1,30,0,0,0,-16.8,76.4,1.1,219,0.3,1005
