Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature,Relative Humidity,Wind Speed,Wind Direction,Precipitable Water,Pressure
2024,4,11,14,30,140,0,140,15.7,50.9,0.5,188,1.8,1006
2024,4,11,15,30,94,1,95,15,55.77,0.4,179,1.9,1006
2024,4,11,16,30,36,0,36,13.9,70.06,0.4,158,1.9,1005
2024,4,11,17,30,16,0,16,12.5,80.63,0.6,137,1.9,1005
2024,4,11,18,30,17,29,20,10.8,81.38,0.8,130,1.9,1005
2024,4,11,19,30,0,0,0,9.2,87.11,0.8,127,1.9,1005
2024,4,11,20,30,0,0,0,8.1,92.12,0.8,127,1.9,1005
2024,4,11,21,30,0,0,0,7.1,96.37,0.9,118,1.9,1005
2024,4,11,22,30,0,0,0,6,100,1,79,1.9,1005
2024,4,11,23,30,0,0,0,4.6,100,1,36,2,1005
2024,4,12,0,30,0,0,0,3.7,100,1.1,19,2,1004
2024,4,12,1,30,0,0,0,3,100,1.1,13,2,1004
2024,4,12,2,30,0,0,0,2.3,99.05,1.1,10,2,1004
2024,4,12,3,30,0,0,0,1.8,97.31,1.1,8,2,1004
2024,4,12,4,30,0,0,0,1.5,96.75,1.2,7,2,1003
2024,4,12,5,30,0,0,0,1.3,96.5,1.3,6,2,1003
2024,4,12,6,30,47,25,51,1.4,95.02,1.4,4,2.1,1003
2024,4,12,7,30,108,8,110,1.7,92.66,1.5,1,2.1,1002
2024,4,12,8,30,154,8,158,2.2,89.57,1.6,1,2.1,1002
2024,4,12,9,30,145,2,146,2.7,86.59,1.7,179,2.1,1002
2024,4,12,10,30,140,1,141,2.8,86.02,1.8,356,2.1,1001
2024,4,12,11,30,204,2,205,2.5,87,1.9,353,2,1000
2024,4,12,12,30,169,1,170,2.2,87.8,1.9,351,2,1000
2024,4,12,13,30,146,1,147,2.1,88.37,2,349,2,1000
2024,4,12,14,30,61,0,61,1.8,90.18,2,346,2,999
2024,4,12,15,30,55,0,55,1.5,91.22,2,343,2,999
2024,4,12,16,30,105,8,108,1.2,91.8,2.1,340,1.9,999
2024,4,12,17,30,77,4,78,0.9,92.25,2.1,337,1.9,1000
2024,4,12,18,30,42,4,42,0.6,92.6,2.2,335,1.9,999
2024,4,12,19,30,0,0,0,0.5,91.51,2.2,333,1.8,999
2024,4,12,20,30,0,0,0,0.3,91.03,2.2,332,1.8,999
2024,4,12,21,30,0,0,0,0.2,90.14,2.2,330,1.8,999
2024,4,12,22,30,0,0,0,0,89.88,2.2,327,1.8,999
2024,4,12,23,30,0,0,0,-0.2,89.54,2.2,325,1.8,999
2024,4,13,0,30,0,0,0,-0.4,89.12,2.2,322,1.7,999
2024,4,13,1,30,0,0,0,-0.7,89.12,2.2,320,1.7,999
2024,4,13,2,30,0,0,0,-1,88.7,2.2,317,1.7,999
2024,4,13,3,30,0,0,0,-1.3,87.99,2.2,314,1.6,999
2024,4,13,4,30,0,0,0,-1.4,86.37,2.2,311,1.6,999
2024,4,13,5,30,4,24,4,-1.5,85.38,2.1,308,1.5,1000
2024,4,13,6,30,25,83,37,-1.3,82.97,2.1,305,1.5,1000
2024,4,13,7,30,84,3,85,-0.9,80.17,2,302,1.4,1000
2024,4,13,8,30,79,0,79,-0.1,76.23,2,299,1.4,1000
2024,4,13,9,30,104,0,104,0.8,73.33,1.9,297,1.3,1000
2024,4,13,10,30,113,0,113,1.7,72.04,1.9,295,1.3,1000
2024,4,13,11,30,223,2,224,2.4,71.62,1.9,295,1.2,1000
2024,4,13,12,30,188,1,189,3.2,69.27,1.8,295,1.1,1001
2024,4,13,13,30,198,1,199,3.9,66.93,1.6,297,1.1,1001
2024,4,13,14,30,183,1,184,4.5,64.94,1.5,300,1,1002
2024,4,13,15,30,36,0,36,4.7,64.29,1.4,302,1,1002
2024,4,13,16,30,60,0,60,4.6,64.43,1.3,303,0.9,1002
2024,4,13,17,30,34,0,34,4,66.86,1.2,304,0.9,1003
2024,4,13,18,30,36,406,81,2.7,73.27,1,305,0.8,1003
2024,4,13,19,30,0,0,0,1.1,80.16,0.9,302,0.7,1003
2024,4,13,20,30,0,0,0,-0.1,84.34,0.8,295,0.6,1003
2024,4,13,21,30,0,0,0,-1.3,88.26,0.8,287,0.6,1003
2024,4,13,22,30,0,0,0,-2.7,93.64,0.7,278,0.5,1004
2024,4,13,23,30,0,0,0,-3.8,96.98,0.6,272,0.5,1004
2024,4,14,0,30,0,0,0,-4.5,98.44,0.6,270,0.5,1004
2024,4,14,1,30,0,0,0,-4.9,98.17,0.6,269,0.5,1003
2024,4,14,2,30,0,0,0,-5,96.43,0.6,266,0.4,1003
2024,4,14,3,30,0,0,0,-4.9,93.8,0.5,259,0.4,1003
2024,4,14,4,30,0,0,0,-4.8,91.99,0.5,253,0.4,1003
2024,4,14,5,30,4,21,4,-4.3,88,0.5,260,0.4,1003
2024,4,14,6,30,55,350,108,-3,79.76,0.6,272,0.4,1003
2024,4,14,7,30,70,735,298,-1.1,68.52,0.6,275,0.4,1003
2024,4,14,8,30,86,850,475,1.1,57.57,0.6,275,0.4,1003
2024,4,14,9,30,97,916,630,3.2,48.79,0.6,280,0.4,1003
2024,4,14,10,30,105,953,749,5,40.63,0.6,287,0.4,1002
2024,4,14,11,30,110,972,822,6.4,34.97,0.6,291,0.4,1002
2024,4,14,12,30,110,969,836,7.4,32.05,0.6,294,0.5,1002
2024,4,14,13,30,108,961,803,8,30.82,0.7,293,0.5,1002
2024,4,14,14,30,102,939,719,8.2,30.89,0.7,292,0.5,1002
2024,4,14,15,30,93,899,592,8,32.01,0.7,291,0.5,1002
2024,4,14,16,30,79,830,432,7.3,34.59,0.6,290,0.5,1003
2024,4,14,17,30,61,707,255,5.4,42.75,0.6,288,0.5,1003
2024,4,14,18,30,35,454,88,2.3,60.07,0.6,289,0.5,1003
2024,4,14,19,30,0,0,0,0.4,65.46,0.6,290,0.5,1004
2024,4,14,20,30,0,0,0,-0.6,67.3,0.7,287,0.5,1004
2024,4,14,21,30,0,0,0,-2,74.83,0.7,279,0.5,1004
2024,4,14,22,30,0,0,0,-3,80.66,0.6,270,0.4,1004
2024,4,14,23,30,0,0,0,-3.8,85.72,0.6,263,0.4,1004
2024,4,15,0,30,0,0,0,-4.2,89.06,0.6,256,0.4,1004
2024,4,15,1,30,0,0,0,-4.5,92.33,0.7,247,0.4,1003
2024,4,15,2,30,0,0,0,-4.8,95.12,0.7,239,0.4,1003
2024,4,15,3,30,0,0,0,-4.8,94.73,0.7,234,0.5,1003
2024,4,15,4,30,0,0,0,-4.5,92.13,0.7,234,0.7,1003
2024,4,15,5,30,3,0,3,-3.8,87.18,0.8,243,0.8,1003
2024,4,15,6,30,75,9,76,-2.8,80.77,0.9,255,0.9,1003
2024,4,15,7,30,149,25,157,-1.9,75.83,1,264,1,1004
2024,4,15,8,30,81,0,81,-1.2,72.72,1,270,1,1004
2024,4,15,9,30,103,0,103,-0.6,70.8,1.1,276,1,1005
2024,4,15,10,30,175,1,176,-0.1,69.79,1.2,281,1.1,1006
2024,4,15,11,30,274,4,277,0.6,68.22,1.2,286,1.1,1007
2024,4,15,12,30,283,6,288,1.4,67.22,1.2,292,1.1,1008
2024,4,15,13,30,343,15,354,2.1,67.66,1.2,297,1.1,1009
2024,4,15,14,30,165,2,166,2.7,68.16,1.1,303,1.1,1010
2024,4,15,15,30,78,0,78,2.9,69.47,1,307,1.1,1011
2024,4,15,16,30,50,0,50,2.7,72.81,0.8,305,1.1,1012
2024,4,15,17,30,22,0,22,2,80.18,0.7,300,1.1,1014
2024,4,15,18,30,63,16,65,1,88.54,0.6,294,1.2,1015
2024,4,15,19,30,0,0,0,0.2,93.41,0.7,291,1.2,1016
2024,4,15,20,30,0,0,0,-0.1,94.86,0.7,293,1.1,1017
2024,4,15,21,30,0,0,0,-0.6,96.18,0.8,298,1.1,1017
2024,4,15,22,30,0,0,0,-1.1,96.73,0.7,299,1.1,1018
2024,4,15,23,30,0,0,0,-1.7,97.22,0.7,299,1,1018
2024,4,16,0,30,0,0,0,-2.2,96.57,0.7,300,0.9,1019
2024,4,16,1,30,0,0,0,-2.7,96.26,0.7,301,0.9,1019
2024,4,16,2,30,0,0,0,-3,94.84,0.8,303,0.9,1020
2024,4,16,3,30,0,0,0,-3.3,92.66,0.8,308,0.8,1021
2024,4,16,4,30,0,0,0,-3.4,89.86,0.8,313,0.8,1022
2024,4,16,5,30,6,24,6,-3.2,84.58,0.8,317,0.8,1023
2024,4,16,6,30,31,317,83,-2.6,78.05,0.8,320,0.8,1024
2024,4,16,7,30,60,0,60,-1.7,70.52,0.8,326,0.9,1025
2024,4,16,8,30,108,0,108,-0.5,63.24,0.8,334,0.9,1026
2024,4,16,9,30,177,0,177,0.7,58.22,0.9,344,0.9,1027
2024,4,16,10,30,194,0,194,1.8,54.92,1,175,0.9,1027
2024,4,16,11,30,264,0,264,2.7,53.27,1,4,0.9,1027
2024,4,16,12,30,321,1,322,3.3,52.54,1,9,0.9,1027
2024,4,16,13,30,430,34,455,3.7,52.31,0.8,11,0.9,1028
2024,4,16,14,30,420,67,465,3.9,52.7,0.7,11,0.9,1028
2024,4,16,15,30,139,744,558,3.8,54.21,0.7,13,0.9,1028
2024,4,16,16,30,80,816,433,3.1,58.09,0.7,24,0.8,1028
2024,4,16,17,30,61,704,260,1.5,65.72,0.7,38,0.7,1028
2024,4,16,18,30,37,471,95,-1,77.85,0.6,46,0.6,1028
2024,4,16,19,30,0,0,0,-3.1,87.23,0.6,49,0.5,1029
2024,4,16,20,30,0,0,0,-4.1,90.42,0.6,52,0.5,1029
2024,4,16,21,30,0,0,0,-4.8,92.91,0.5,57,0.5,1029
2024,4,16,22,30,0,0,0,-5.3,94.86,0.5,65,0.5,1029
2024,4,16,23,30,0,0,0,-5.4,94.56,0.5,75,0.5,1029
2024,4,17,0,30,0,0,0,-5.4,93.71,0.5,84,0.5,1030
2024,4,17,1,30,0,0,0,-5.3,92.89,0.5,84,0.5,1030
2024,4,17,2,30,0,0,0,-5.4,93.67,0.5,78,0.5,1029
2024,4,17,3,30,0,0,0,-5.4,93.15,0.5,73,0.5,1029
2024,4,17,4,30,0,0,0,-5.4,92.32,0.5,73,0.5,1029
2024,4,17,5,30,7,71,8,-4.8,88.01,0.5,78,0.5,1029
2024,4,17,6,30,83,253,126,-3.3,80.77,0.6,89,0.5,1028
2024,4,17,7,30,66,763,315,-1.1,70.94,0.7,94,0.5,1028
2024,4,17,8,30,252,294,391,1.1,61.78,0.8,92,0.5,1027
2024,4,17,9,30,93,923,643,3,56.32,0.9,91,0.5,1026
2024,4,17,10,30,291,585,694,4.6,51.2,1,91,0.5,1025
2024,4,17,11,30,344,493,712,6,45.92,1.1,91,0.6,1025
2024,4,17,12,30,326,499,706,7.1,42.43,1.2,90,0.6,1024
2024,4,17,13,30,310,511,686,7.8,40.92,1.2,91,0.6,1023
2024,4,17,14,30,303,506,641,7.8,41.5,1.3,91,0.6,1022
2024,4,17,15,30,94,896,602,7.3,43.83,1.3,91,0.6,1021
2024,4,17,16,30,191,439,383,6.4,48.6,1.2,91,0.6,1020
2024,4,17,17,30,168,82,191,5.1,56.44,1,92,0.6,1020
2024,4,17,18,30,40,443,97,3.7,64.53,0.9,94,0.7,1020
2024,4,17,19,30,0,0,0,2.7,70.25,0.8,95,0.7,1020
2024,4,17,20,30,0,0,0,1.9,75.36,0.8,90,0.7,1019
2024,4,17,21,30,0,0,0,1.1,81.16,0.8,83,0.7,1019
2024,4,17,22,30,0,0,0,0.4,86.19,0.8,81,0.7,1018
2024,4,17,23,30,0,0,0,0,89.33,0.8,83,0.7,1018
2024,4,18,0,30,0,0,0,-0.3,90.99,0.8,87,0.7,1017
2024,4,18,1,30,0,0,0,-0.4,90.67,0.9,87,0.7,1017
2024,4,18,2,30,0,0,0,-0.5,89.66,0.9,86,0.7,1017
2024,4,18,3,30,0,0,0,-0.6,88.73,0.9,86,0.7,1016
2024,4,18,4,30,0,0,0,-0.8,89.2,0.8,88,0.7,1016
2024,4,18,5,30,10,30,11,-0.5,87.14,0.8,91,0.8,1016
2024,4,18,6,30,82,275,130,0.7,80.98,0.8,97,1,1015
2024,4,18,7,30,184,170,240,2.6,73.25,0.8,112,1.2,1014
2024,4,18,8,30,220,370,396,4.6,67.35,0.9,129,1.4,1014
2024,4,18,9,30,251,19,262,6.4,62.84,0.9,142,1.6,1013
2024,4,18,10,30,379,249,552,8.3,58.16,0.9,150,1.7,1012
2024,4,18,11,30,158,1,159,10,55.12,0.9,154,1.8,1012
2024,4,18,12,30,85,0,85,10.8,56.09,0.9,158,1.9,1011
2024,4,18,13,30,90,0,90,10.7,60.39,0.9,162,2,1011
2024,4,18,14,30,69,0,69,10,66.31,0.9,169,2,1011
2024,4,18,15,30,144,2,145,8.9,74.53,0.8,176,1.9,1011
2024,4,18,16,30,31,0,31,8,82.38,0.7,174,1.8,1011
2024,4,18,17,30,37,0,37,7,89.24,0.7,165,1.8,1011
2024,4,18,18,30,44,125,61,6.1,94.86,0.7,164,1.8,1011
2024,4,18,19,30,0,0,0,5.4,97.57,0.6,169,1.7,1011
2024,4,18,20,30,0,0,0,4.9,99.38,0.6,175,1.6,1011
2024,4,18,21,30,0,0,0,4.5,100,0.6,181,1.5,1011
2024,4,18,22,30,0,0,0,4.2,100,0.5,184,1.4,1010
2024,4,18,23,30,0,0,0,3.9,100,0.5,184,1.5,1009
2024,4,19,0,30,0,0,0,3.8,99.92,0.5,185,1.5,1009
2024,4,19,1,30,0,0,0,3.6,99.8,0.5,182,1.5,1008
2024,4,19,2,30,0,0,0,3.4,99.99,0.5,183,1.4,1008
2024,4,19,3,30,0,0,0,3.2,99.91,0.6,188,1.3,1008
2024,4,19,4,30,0,0,0,2.9,99.41,0.7,187,1.2,1008
2024,4,19,5,30,6,0,6,2.7,98.57,0.7,180,1.2,1007
2024,4,19,6,30,36,1,36,3,95.54,0.7,181,1.2,1006
2024,4,19,7,30,190,92,221,4.1,89.19,0.7,188,1.1,1006
2024,4,19,8,30,272,214,375,6.2,78.09,0.7,196,1.1,1005
2024,4,19,9,30,306,227,443,8.6,63.61,0.8,203,1,1004
2024,4,19,10,30,325,338,561,10.2,53.8,0.7,207,1,1003
2024,4,19,11,30,347,2,349,10.8,49.8,0.7,212,1,1002
2024,4,19,12,30,302,0,302,10.8,49.16,0.7,219,1,1001
2024,4,19,13,30,333,8,339,10.7,49.77,0.6,228,1,1000
2024,4,19,14,30,434,193,564,10.1,52.09,0.6,240,1,1000
2024,4,19,15,30,321,256,468,9,56.81,0.6,251,1.1,1000
2024,4,19,16,30,201,34,216,8,62.15,0.6,256,1.1,1000
2024,4,19,17,30,54,1,54,6.8,70.03,0.5,256,1.1,1000
2024,4,19,18,30,7,0,7,5.3,80.32,0.5,252,1.1,1000
2024,4,19,19,30,0,0,0,4.1,86.77,0.6,246,1.1,1000
2024,4,19,20,30,0,0,0,3.6,91.49,0.6,241,1.1,999
2024,4,19,21,30,0,0,0,3.2,95.12,0.6,240,1.2,999
2024,4,19,22,30,0,0,0,2.9,97.11,0.7,241,1.2,999
2024,4,19,23,30,0,0,0,2.7,97.74,0.6,244,1.1,998
2024,4,20,0,30,0,0,0,2.6,97.81,0.6,245,1.1,998
2024,4,20,1,30,0,0,0,2.4,98.52,0.7,249,1.1,998
2024,4,20,2,30,0,0,0,2,99.82,0.8,261,1.1,999
2024,4,20,3,30,0,0,0,1.3,99.86,0.9,277,1,1000
2024,4,20,4,30,0,0,0,0.5,98.28,1.1,285,1,1001
2024,4,20,5,30,13,1,13,-0.1,93.02,1.1,281,0.9,1001
2024,4,20,6,30,59,11,61,-0.2,87.87,1.2,275,0.9,1002
2024,4,20,7,30,181,14,186,0.3,78.44,1.2,273,0.8,1002
2024,4,20,8,30,221,5,223,0.9,68.28,1.2,274,0.8,1003
2024,4,20,9,30,313,25,328,1.4,61.78,1.2,277,0.7,1004
2024,4,20,10,30,436,83,494,1.4,59.67,1.3,279,0.7,1004
2024,4,20,11,30,408,6,413,1.5,58.16,1.2,281,0.7,1005
2024,4,20,12,30,433,4,436,1.8,55.74,1.1,280,0.7,1005
2024,4,20,13,30,448,29,470,2.5,51.49,1,276,0.7,1006
2024,4,20,14,30,400,31,421,3.3,46.45,0.9,271,0.6,1006
2024,4,20,15,30,341,146,425,3.7,43.55,0.8,265,0.6,1006
2024,4,20,16,30,259,54,283,3.6,43.98,0.8,262,0.7,1006
2024,4,20,17,30,171,80,195,3,48.51,0.8,264,0.7,1006
2024,4,20,18,30,48,3,48,2,56,0.8,271,0.7,1006
2024,4,20,19,30,0,0,0,1,64.12,0.7,273,0.7,1007
2024,4,20,20,30,0,0,0,0.3,69.18,0.6,267,0.7,1007
2024,4,20,21,30,0,0,0,-0.2,71.98,0.6,256,0.7,1006
2024,4,20,22,30,0,0,0,-0.6,74.72,0.7,252,0.7,1006
2024,4,20,23,30,0,0,0,-0.9,78.5,0.8,263,0.7,1006
2024,4,21,0,30,0,0,0,-1.7,84.78,1.1,292,0.7,1007
2024,4,21,1,30,0,0,0,-3,84.03,1.4,323,0.6,1008
2024,4,21,2,30,0,0,0,-4.5,72.74,1.4,335,0.5,1008
2024,4,21,3,30,0,0,0,-5.6,62.51,1.1,335,0.4,1009
2024,4,21,4,30,0,0,0,-6.2,57.87,1,336,0.3,1010
2024,4,21,5,30,15,188,21,-6.5,54.94,1,338,0.3,1010
2024,4,21,6,30,47,1,47,-6.6,52.49,1,339,0.3,1011
2024,4,21,7,30,153,1,153,-6.5,49.55,1.1,340,0.3,1011
2024,4,21,8,30,346,79,385,-6.4,46.94,1.2,343,0.3,1012
2024,4,21,9,30,433,87,486,-6.3,44.36,1.2,345,0.3,1012
2024,4,21,10,30,453,318,678,-6.4,42.53,1.2,346,0.3,1013
2024,4,21,11,30,560,124,654,-6.4,40.67,1.1,345,0.2,1013
2024,4,21,12,30,529,215,696,-6.4,39.25,1,345,0.2,1014
2024,4,21,13,30,502,266,701,-6.4,38,1,344,0.2,1014
2024,4,21,14,30,411,347,648,-6.5,36.69,1,343,0.2,1014
2024,4,21,15,30,349,281,512,-6.7,35.3,0.9,342,0.2,1015
2024,4,21,16,30,277,171,354,-6.9,33.77,0.9,343,0.2,1016
2024,4,21,17,30,163,88,190,-7.2,32.77,0.9,347,0.2,1016
2024,4,21,18,30,40,384,95,-7.8,33.05,0.8,354,0.2,1017
2024,4,21,19,30,6,63,5,-8.4,33.62,0.6,358,0.2,1017
2024,4,21,20,30,0,0,0,-8.7,34.02,0.5,358,0.2,1018
2024,4,21,21,30,0,0,0,-9,34.73,0.4,355,0.2,1018
2024,4,21,22,30,0,0,0,-9.4,35.85,0.4,351,0.2,1017
2024,4,21,23,30,0,0,0,-9.6,36.59,0.3,345,0.3,1017
2024,4,22,0,30,0,0,0,-9.7,37.78,0.2,336,0.3,1016
2024,4,22,1,30,0,0,0,-9.8,38.7,0.2,328,0.3,1016
2024,4,22,2,30,0,0,0,-9.9,39.36,0.2,323,0.3,1015
2024,4,22,3,30,0,0,0,-10.1,41.88,0.2,318,0.3,1015
2024,4,22,4,30,0,0,0,-10.2,46.21,0.2,312,0.3,1015
2024,4,22,5,30,15,204,23,-9.6,47.75,0.3,255,0.3,1014
2024,4,22,6,30,94,281,148,-8.2,38.68,0.3,214,0.3,1014
2024,4,22,7,30,70,793,348,-6.1,35.36,0.3,230,0.4,1013
2024,4,22,8,30,89,881,525,-4.1,33.05,0.3,233,0.4,1013
2024,4,22,9,30,437,55,471,-2.3,31.68,0.3,232,0.4,1012
2024,4,22,10,30,506,117,589,-0.6,30.69,0.3,231,0.5,1010
2024,4,22,11,30,189,851,840,1,30.01,0.3,234,0.5,1009
2024,4,22,12,30,290,686,825,2.3,31.02,0.2,236,0.6,1008
2024,4,22,13,30,129,939,836,3.2,33.84,0.2,236,0.7,1007
2024,4,22,14,30,450,208,593,3.6,37.65,0.2,232,0.7,1006
2024,4,22,15,30,383,208,505,3.8,41.92,0.3,224,0.8,1006
2024,4,22,16,30,240,330,390,3.5,47.66,0.3,188,0.8,1005
2024,4,22,17,30,176,18,182,2.3,60.09,0.5,127,0.8,1004
2024,4,22,18,30,36,2,36,0.4,77.72,0.6,93,0.9,1004
2024,4,22,19,30,2,0,2,-1.1,78.6,0.6,91,0.9,1003
2024,4,22,20,30,0,0,0,-1.6,78.59,0.6,94,1,1003
2024,4,22,21,30,0,0,0,-1.7,80.33,0.5,99,1,1002
2024,4,22,22,30,0,0,0,-2,83.59,0.5,108,1,1002
2024,4,22,23,30,0,0,0,-2.4,87.16,0.4,115,1.1,1001
2024,4,23,0,30,0,0,0,-2.7,89.79,0.4,112,1.1,1001
2024,4,23,1,30,0,0,0,-2.8,91.94,0.4,90,1.1,1001
2024,4,23,2,30,0,0,0,-2.8,91.71,0.5,45,1.1,1001
2024,4,23,3,30,0,0,0,-3.1,91.31,0.7,9,1.1,1002
2024,4,23,4,30,0,0,0,-3.6,90.08,0.9,179,1.1,1003
2024,4,23,5,30,22,3,22,-4.2,86.78,1.2,357,1,1004
2024,4,23,6,30,82,8,84,-4.7,81.39,1.5,179,0.9,1006
2024,4,23,7,30,213,85,243,-5.2,75.43,1.7,2,0.8,1007
2024,4,23,8,30,325,169,409,-5.5,68.32,1.8,5,0.7,1008
2024,4,23,9,30,316,461,603,-5.3,60.46,1.8,7,0.5,1009
2024,4,23,10,30,417,404,705,-5,54.23,1.9,7,0.4,1010
2024,4,23,11,30,431,454,780,-4.9,48.92,1.9,6,0.3,1012
2024,4,23,12,30,511,330,770,-5.2,45.18,1.9,4,0.3,1013
2024,4,23,13,30,519,208,676,-5.8,43.93,1.9,3,0.3,1015
2024,4,23,14,30,324,530,690,-6.6,44.06,1.8,2,0.3,1016
2024,4,23,15,30,440,150,528,-7.4,44.52,1.8,2,0.3,1018
2024,4,23,16,30,312,103,359,-8.3,45.78,1.7,2,0.3,1019
2024,4,23,17,30,215,59,233,-9.4,48.46,1.6,2,0.2,1020
2024,4,23,18,30,78,35,83,-10.7,52.39,1.6,180,0.2,1021
2024,4,23,19,30,4,30,4,-11.7,55.13,1.5,358,0.2,1022
2024,4,23,20,30,0,0,0,-12.4,56.49,1.4,357,0.2,1023
2024,4,23,21,30,0,0,0,-12.9,56.5,1.4,355,0.2,1024
2024,4,23,22,30,0,0,0,-13.2,55.66,1.3,353,0.2,1025
2024,4,23,23,30,0,0,0,-13.4,54.71,1.2,352,0.2,1025
2024,4,24,0,30,0,0,0,-13.7,54.89,1.1,352,0.2,1026
2024,4,24,1,30,0,0,0,-14,55.5,0.9,352,0.2,1027
2024,4,24,2,30,0,0,0,-14.3,56.46,0.8,352,0.2,1028
2024,4,24,3,30,0,0,0,-14.5,56.89,0.7,350,0.2,1028
2024,4,24,4,30,0,0,0,-14.6,56.87,0.6,349,0.2,1029
2024,4,24,5,30,18,262,31,-14.1,54.36,0.5,346,0.3,1029
2024,4,24,6,30,85,238,133,-12.8,48.45,0.5,341,0.3,1029
2024,4,24,7,30,63,827,360,-10.9,41.93,0.5,335,0.3,1029
2024,4,24,8,30,77,907,534,-8.8,36.23,0.5,331,0.3,1030
2024,4,24,9,30,91,949,685,-6.6,32,0.5,330,0.3,1029
2024,4,24,10,30,105,967,799,-4.5,29.39,0.4,333,0.3,1029
2024,4,24,11,30,109,983,869,-2.7,28.11,0.4,337,0.3,1028
2024,4,24,12,30,110,988,888,-1.2,27.56,0.4,340,0.3,1028
2024,4,24,13,30,108,982,854,-0.1,27.61,0.4,341,0.3,1028
2024,4,24,14,30,102,962,769,0.6,28.07,0.4,344,0.3,1027
2024,4,24,15,30,94,922,640,0.8,29.25,0.4,350,0.3,1027
2024,4,24,16,30,87,846,478,0.5,31.63,0.4,181,0.3,1027
2024,4,24,17,30,91,621,285,-0.6,36.48,0.4,25,0.4,1027
2024,4,24,18,30,60,323,110,-2.6,56.17,0.6,51,0.4,1027
2024,4,24,19,30,6,47,6,-4.3,59.95,0.8,76,0.4,1027
2024,4,24,20,30,0,0,0,-5.2,60.09,0.7,106,0.4,1027
2024,4,24,21,30,0,0,0,-6.1,63.33,0.7,135,0.4,1027
2024,4,24,22,30,0,0,0,-7,68.43,0.7,159,0.4,1027
2024,4,24,23,30,0,0,0,-7.6,73.76,0.5,175,0.5,1027
2024,4,25,0,30,0,0,0,-7.6,74.44,0.5,187,0.5,1027
2024,4,25,1,30,0,0,0,-7.4,74.82,0.5,199,0.5,1027
2024,4,25,2,30,0,0,0,-7.4,75.99,0.5,206,0.5,1027
2024,4,25,3,30,0,0,0,-7.7,78.15,0.5,210,0.5,1027
2024,4,25,4,30,0,0,0,-7.6,78.17,0.5,209,0.5,1027
2024,4,25,5,30,22,207,33,-6.4,72.36,0.5,205,0.6,1027
2024,4,25,6,30,116,142,146,-4.2,63.17,0.5,194,0.6,1027
2024,4,25,7,30,165,365,298,-1.3,54.33,0.4,194,0.7,1027
2024,4,25,8,30,168,603,474,1.8,46.03,0.5,207,0.7,1027
2024,4,25,9,30,268,442,546,4.6,40.2,0.5,221,0.7,1027
2024,4,25,10,30,455,162,572,6.8,34.37,0.5,229,0.7,1026
2024,4,25,11,30,228,744,806,8.3,31.34,0.5,232,0.7,1025
2024,4,25,12,30,126,922,855,9.2,31,0.5,233,0.8,1025
2024,4,25,13,30,131,903,820,9.7,31.69,0.5,233,0.8,1024
2024,4,25,14,30,292,455,609,9.9,32.74,0.5,233,0.8,1023
2024,4,25,15,30,312,286,482,9.9,34.44,0.5,233,0.8,1023
2024,4,25,16,30,231,314,377,9.2,38.28,0.4,227,0.8,1022
2024,4,25,17,30,111,448,253,6.5,59.54,0.4,218,0.9,1022
2024,4,25,18,30,71,192,102,2.9,81.97,0.5,214,0.9,1022
2024,4,25,19,30,1,0,1,1.4,79.73,0.5,216,1,1022
2024,4,25,20,30,0,0,0,1.4,80.44,0.6,220,1,1022
2024,4,25,21,30,0,0,0,1.2,82.73,0.6,221,1.1,1022
2024,4,25,22,30,0,0,0,0.8,85.61,0.6,219,1.1,1022
2024,4,25,23,30,0,0,0,0.3,89.15,0.6,213,1.1,1022
2024,4,26,0,30,0,0,0,-0.2,93.14,0.6,210,1.2,1022
2024,4,26,1,30,0,0,0,-0.5,95.43,0.6,211,1.2,1022
2024,4,26,2,30,0,0,0,-0.6,95.18,0.6,211,1.1,1023
2024,4,26,3,30,0,0,0,-0.9,95.24,0.6,209,1.1,1023
2024,4,26,4,30,0,0,0,-1.1,94.17,0.6,203,1,1024
2024,4,26,5,30,10,0,10,-0.4,87.32,0.7,197,1,1024
2024,4,26,6,30,75,393,159,1.9,72.45,0.7,195,0.9,1024
2024,4,26,7,30,75,735,346,5.1,57.18,0.7,203,0.9,1024
2024,4,26,8,30,89,832,515,8.3,45.9,0.8,212,0.9,1024
2024,4,26,9,30,100,892,665,10.7,39.21,0.9,213,0.8,1023
2024,4,26,10,30,108,923,777,12.5,34.35,0.9,209,0.8,1023
2024,4,26,11,30,110,943,845,13.7,31.97,1,203,0.8,1022
2024,4,26,12,30,111,947,863,14.6,30.6,0.9,197,0.8,1021
2024,4,26,13,30,111,936,829,15.2,29.73,1,196,0.8,1020
2024,4,26,14,30,105,916,746,15.3,29.84,1,199,0.8,1020
2024,4,26,15,30,97,873,619,15.2,30.65,1,203,0.9,1020
2024,4,26,16,30,84,810,464,14.6,33.25,0.9,203,0.9,1020
2024,4,26,17,30,68,700,292,13.2,39.8,0.8,199,1,1019
2024,4,26,18,30,53,206,87,10.6,53.02,0.8,192,1,1019
2024,4,26,19,30,3,0,3,8.6,63.95,0.8,187,1,1019
2024,4,26,20,30,0,0,0,7.7,69.12,0.8,187,1,1019
2024,4,26,21,30,0,0,0,6.9,74.54,0.9,189,1,1019
